Sentence,Sentiment
Dur bi mesaj atalým da sevgilisinden zannetsin.  -Turkcell,1
"evet, guzel olmus.",0
Turkcell reklamý ne alaka ortimm :),2
Bu turkcell kadar salak bir operatör var mýdýr acaba ?,1
Ýphone 4s satýþ fiyatLarý bütün listesiyle AVEA TURKCELL ve VODAFONE için,2
Birde bunun yaninda son 30 gun icinde yurda giris yapilan pasaport fotokopisi lazim kalan kismi devletin isi turkcell in degil,2
"ayda 6tl cok, fiyati indirin, ayda 3tl yeterli, fiyati indirin abone olalim.",1
peký býrý bený ararken turkcell sarkýsý calan telefonuma ne demelý,2
Murpa cay reklamindan sonra psikolog destegi almaya karar verdim. Once turkcell sonra bu bakalim daha neler cikicak ?,1
Nolursa olsun turkcell candýr :),0
arkadaþ tcell de bir kere bile yaþamadýðým bu eziyeti vodafone yaþattý bana.. en kýsa zamanda tekrar dönücem,0
Özümle 47dk 13 snye konuþtuk turkcell bize dua ediyodur þimdi :D,1
bukadr yuksekk fiyataa helal olsnnn kampanyaa dieee yolladnzz,1
Sadece aradiigimda musteri hizmetlerine ulasabildigim icin turkcell kullanirim avea ve vodafone. Bosuna kampanya vs yapmayin,0
rehbere baktim olanlar portin yapmis turkcell kullanicisi olmuslar mavideki calisanlara sordum turkcell kullaniyorlar.,2
cok kizdimm cokkkk,1
bý cepten ýnternete gýrebýlýyorum nolur bu ruya býtmesýn turkcell,0
tabi ki.. elimden ne gelirse.. hayat paylaþýnca güzel.lalalalaaaaa.. :),0
O degil de turkcell reklamlarinda milleti kandiriyor. iCloud sanki sadece iphone 4s te varmis gibi gostermisler.,1
Orduspor Hector Cuper i takimin basina getirecekmis. Christian Vieri ve Hernan Crespo'yu da Turkcell Super Lig'den emekli ederiz artik.,2
"2011'de en çok hangi marka reklam verdi?    ilk 3 ayný sektor 1-Turkcell, 2-Vodafone, 3- TurkTelekom",0
Sana da çok teþekkür ederim  . Ýlle de beni  ile aldat diyorsun!,1
sýkýldým artýk sizin saçma sapan uygulamanýzdan bidaha kampanyalý telefon almakmý Töbeler töbesi olSun 2.hattýmýda Turkcel çekecem,1
"iphone 4S satýþlarý bugün baþladý, Turkcell'in fiyatlarý da belli oldu! - Teknogaste",2
selocan demiþ ki: Ýlker Baþbuð tutuklanýrsa KCK operasyonlarý baþlar... neden? tepkiyi azaltmak için...,2
önemli deðil cnm..ne demiþler hayat paylaþýnca güzel:))yazýmýnda kendi çapýnda bir karakteristiði yok deðil:)))teþekkürler:P,0
Sanýrým iphone 4si en ucuz turkcell ve darty satýyor 2bin liranýn altýnda satan iki yer,0
de  olmak sizi cok gizemli bir insan yapar.gun boyu ulasilamazsiniz.,1
"výnn kamu paketine üyeyim.Bir mesaj geldi ve Paket aþým ücretinden bahsediyo,abone olurken limit bitiminde otomatik kesilecekdi ?",1
Kimsenin mesaj atmadýðý zaman Turkcell abi sanki inadýna yaparmýþcasýna mesajlarý ardý ardýna dayýyor bize.,1
Ayda 17 TL verdigim paketten google'a dahi giremiyorum. Tum yetkililerinize selam olsun,1
Bu geceki Facebook gündemi Turkcell in sms fiyatini 14tl ye yukseltmesi.,1
"Mesaj alamiyor,yaklasik 2haftadir mesajciklarimi goremiyorsam bu senden vazgececegim anlamina gelebilr Turkcell.Ne merem seymissin sen boyle",1
superonline'ýn yüksek hýzlý internetini baðlattýr TTnetten uzak dur,0
turkcell diorm :D,0
yarýn turkcell olucam yeni numara falan .. :(( babam açtýrma diyo bbm i,0
Kamil koç un Turkcell kornasý güzel olmuþ :),0
Daha birbirinizdn haberinz yok turkcel mus.hizmeti.sizdn bilgi alip inanmickda bu millet kime inancak :d ama sakaya hala guluorm cok iyiydii,2
"hayat siz cebinizdekileri bizle paylaþýnca güzel.selocanlara bile uyuzm.work all nite-day pay th bills have to pay,aint it sad?",1
Beni arayanlarý meþgule atýp kendim aramaya o kadar alýþmýþým ki uyku sersemliðiyle Turkcell'i bile meþgule atýp kendim aradým.Yaptým bunu.,2
"Bu Turkcell kafayý mý yemiþ acaba? Hilton'da gece yapýyor personeline. Önce Duman'ý çýkarýyor, sonra Erol Büyükburç'u. Müsebbibi merak ettim",1
özturkcell seninle ölmeye geldik özturkceeeeeellllll :))) ( hasan doðan spor kompleksi),0
"bir gün herkes 15 dakikalýðýna milletvekili olsa. 7750 lira emeklilik maaþý. yolu, yemeði de veriyorlarmýþ. hayat paylaþýnca güzel.",2
Off ne yazýk ki turkcell müzik sahensindeki konserinize gelemeyeceðim cunku okulum var off.Sizi ÇOOOK seviyoruuuuuum!,0
dýt dýt dýrýt týd.. nefret geldi artýk Turkcell !! unut bu melodiyi artýk unut unut,1
ömrümü yiyen iki þeyden biri turkcell -.-,1
Cem yilmazin oynadigi turkcell reklami ne öyle ya gülme krizndeym süper yapmislar :DD,0
Sana alýcaðým gecikmeli yeni yýl hediyesi turkcell hat olucak lan iletiþimsizlik nereye kadaar,2
"""arkadaþýmýn telefonunda sevgilisinin adýný TURKCELL diye deðiþtirdim gelen msjlarý okumadan siliyor ayrýldý...",1
*133# Turkcell Þebeke Servisleri Hakkýnda Bazý Bilgiler,2
bnce süperonline yada smileadsl yap,0
de olmasa telefonum mesaj özelliðini unutacak artýk :D,1
"Inanýlmaz! ""Hayat Paylaþýnca Güzel"" ücretsiz MMS kampanyasý boyunca, 20 günde toplam 21 milyon 913 bin MMS gönderildi.",2
o zaman sorun yok bende turkcell için iyi bir tarife arýyorum ama ne yapsam karar veremedim fikir versene:),0
Turkcell Yeni yildizini bulmus,0
"Turkcell online islemlerden bilinmeyen numaralara gizledim numarmi, olmadi bir kod ile yapdim.. &gt;&gt;&gt;",2
""" Bugün tatil! :) Kendimi çok enerjik hissediyorum diyenler RT etsin!"" Kim demis tatil diye sabah 9 aksam 8 calisiyoz..",2
Bu Turkcell yedekleme programý kesinlikle bozuk,1
gel vodofona :)  bugüne kadar türksel beni yolmuþ ta yolmuþ. böyle arayan soran da yok,1
hahahahah :D birisi benimle Turkcell bayisine gelirse bbmimi actiririm ama tek basima ý-ýhh,0
superonline kullanmadým ama ttnet kullandým sürekli kesiliyodu internett,2
Ne o Turkcell faturan geldi galiba...Hayat paralarý Turkcell'le paylaþýnca daha bir güzel.Ama kimin için?Biz mi Turkcell'mi?,1
Bu Turkcell ile  aramýz her ne kadar iyi olmasa da böyle hediyeler verdikce gözüme giriyorlar :D,0
senden þimdi formspring'den soru ile yardým isteyecektim canýsý. telefon hala kýpýrdamýyor. turkcell'i dürtebilir misin aþk için?,1
Her evrakým ve ödemem tamam ama tel.kapalý.agýr hastam var.LANET OLSUN SANA TURKCELL.Ölmek istiyorummmm,1
demin Turkcell 2222 den her yone 1000 zalim oldum ulenn. Þeytanda benim zalimde :D,2
Paket ve kampanya manyagi ettiniz artýk bizi cok mu zor tek paket yapýp eþit tarife kesmek ... Sanki aramalar farkliymis gibi...,1
"cep telefonuma gelen mesajlardaki kýran kýrana kapýþma, emniyet, garanti bankasý, turkcell ve beþiktaþ bld arasýnda devam ediyor.",1
normal mesaj gelince . sms mi kaldý diye þaþýrýyorum mesðersem bizimki turkcell miþ,1
"Azim, Sabýr, Baþarý...",2
o da sadece turkcell'e gelecek gibi sanirsam herhalde galiba :),2
ahh selocan neler var neler oralarda,2
saygý deðer sevgilim  beni hep sen arýyorsun msj atýyorsun. senden baþka soraným yok fakat isteklerin çok oldu ama...,1
"sana katýlýyorum  , hizmet kalitesine önem verdigini düþünen    bu iste",1
"ben ttnet kullanýyorum ama bence superonline daha iyi -,-",0
"#turkcell Turkcell çekmiyor arkadaþ kim ne derse desin, ' Duyuyor musun? ' ' Alo? ' ' Pardon telefon kesildi ' hep ayný… Bu nedir arkadaþ..",1
"Ananida Al git Turkcell, Yoksa Cok karde$ gelicek sana Coooookk...",1
iki hafta gene iyi benimki bir iki ayda gelmiþti.turkcell saðolsun:D,0
Lan turkcell basýmý agrýttýn gece gece allah belaný versýn senýn.,1
"""Sunucular birbirini yedi"" haberinin üstünde Turkcell reklamý; hayat paylaþýnca güzel !",2
gerzekalý :D turkcell cekmýo babaannemde,1
mevzu bahis bis olunca mecburen tcell,2
Pazartesi ve Perþembe günleri film yorumlarý hurraaaa maþ. :) iyiki varsýn turkcell :),0
Kendimi turkcell in yeni yýl þarkýsýný söylemekten alikoyamiyorum.,0
+ Kanka Turkcell'i kazýkladým. - Nasýl Lan ? + Sms yaptým seneye bitiyo :D - Allah belaný versin :),1
TURKCELL LE GÜLÜMSE HAYATA DEYÝP SABAH SABAH GICIK EDERMÝÞÝM :))),1
Evet kesinlikle çok az.. Turkcell bu konuda þu an uygun deðil. Baþka telefonlar da denenebilir. Mesela samsung son zamanlarda,2
21 milyon 913 bin:  billboardlarýndaki sevgi sözcüklerinin 20 günde ücretsiz resimli mesaj olarak gönderilme sayýsý.,0
"-Kanka Turkcell'i kazýkladým. +Nasýl yaptýn? -Sms yaptým, seneye bitiyor. +Seni tanýdýðým güne lanet olsun",2
ile  in yaptigi seyahat kampanyasi yerinde ama Aralik ayinda uyguladiklari sistem cok yanlis.,1
turkcell cihaz satýþlarýný yarýn durduracakmýþ diyolar,2
tabi canýmmm sýrf faturalý olucam internet paketim olucak diye sattýn sen turkcell'i adamsýnn yaaa :D,2
sikayetvar.com sitesine ayrýca þikayetinizi yapýn site artýk firmalarla çalýþýyor ayrýca Turkcell bu sitenin þikayetini ayrýca,1
"#ekonomi Turkcell Genel Müdürü Süreyya Ciliv, 7 milyarlýk dünya nüfusunun 6 milyarýnda cep telefonu olduðunu, ay...",2
Mesaj beklediðinde sürekli telefon titriyor gibi hissedersin. Ve sonunda titrer 1 Yeni Mesaj: Banka/Turkcell #BuBoyledir,1
bu kadar detaylý kiþisel bilgimizin turkcellde olmasýna raðmen alakasýz tanýtým smslerinizi neden gönderiyorsunuz?,1
"sanirim 3G baglanti sorunu var, surekli Edge oluyor ve internetim kesiliyor!!!",1
Mesajsa turkcell'dir. Arayansa annemdir. Çok yalnýzým,1
"gnctrkcll diye bisey vardi ya hani ondan yani, hem bugune dek bir tek sen apaci dedin bana birde aydin dogan dedikodu :D",2
küçük küçük baðýþlar büyük umutlar turkcell 1234 vodafone avea 2345'e 'CGD' yaz yolla  diye okulumuza bi tuðlada sen koy :))),2
"3 sene önce Turkcell reklemi vardý 2 0 0 9 hazýrýz bekliyoruz diye:) ne çabuk gecmis, simdi de çabuk gecer umarimm",0
"Ýnsanlarý ayýrmayýn. O gay, bu dinci, öteki turkcel’li, niye avea’lý deðil diye. Herkesten toptan nefret edin. Konuyu kapatýn.",2
"Bu Turkcell a.q yeter,yeter imdat kurtarýn beni ya!",1
"Ýyiki 20 mb net paketim kaldý, yollamadýðýn mesaj kalmadý turkcell",1
sanýrým haklýsýn turkcell harbiden hayat paylaþýnca güzel valla bak :),0
Tatlým senin hattýn Turkcell deðil mi? Ben gene sömürüldüm mesaj atarken :D,1
hayat paylaþýnca güzel,0
":)) senin icin de sahane bi yil olsun selocan, bir de iyi haber, artik oyle dusunmuyorum, kesinlikle haklisin! :))",0
#turkcell ve #avea 2 dev ayný organizasyonda!!! kayýt için;,0
herkesin telsiz sandigi bi motorola aldirmistim babama 1995 yiliydi sanirim,2
15. Katta Turkcell cekememýsý  demek ne demek yaa ?,1
"önerisi ile faturalý hatta gectim tarifem 500 dk 19,00 tl olduðu dýþýnda biþey söylenmedi, Aralýk 27 sinde 43,60 tl lik faturam",1
Murat Erkan: ''Turkcell Superonline olarak misyonumuz operatörlerin operatörü olmak.'',0
"Bizim blog Turkcell Blog ödülleri spor dalýnda ilk10a girmiþ, Kazananlar 5 Ocak Perþembe Point Otel'de yapýlacak törende açýklanacakmýþ.",0
sabah sabah #turkcell müþteri hizmetlerinin telesekreteriyle kavga ettim ne salak bi kadýn o yaa,1
"Turkcell reklamýndan ""Hediye bakiyeden deðil gönülden verilir. Þimdi 50 TL ve üzeri yükleme yapan herkese.."" Þaka yapýonuz dimi :)",1
Klozetin kapaðýný kaldýrmadan iþiyorum çünkü hayat paylaþýnca güzel.,2
"Kalp kalbe karþý, þimdi Superonline'ý aradým. Hizmet ve fiyat en iyi oradaymýþ.",0
Salak goknur icin turkcell hat aldim takmiyor beni,2
Biri caktirmadan telimi alip geceleri birini mi ariyor anlamadim ki 1000dkyi asmam imkansizken bu fatura ndn boyle. Ahh turkcell ahh...,1
"kim girsin, kim ciksin, avea,vodafone 40 kurus, turkcell 50 kurus, turkcell, show tv ,digiturk hepsi karamehmet'in, ilginc dimi!",1
Merhaba.  sizden cevaplayip 1'e bastiginiz her ödemeli arama için 29krþ ücret aldigini biliyor muydunuz? Artik biliyorsunuz.,1
iliþkiler karþýlýklý olmalý :))1 hafta süre karþýlýk almazsamsilerim seni ...:),1
alaala baksen:DOdakikalar elbet biter bittiði zaman bukadar küstah olabilecekmisin bakalým :D sonuçta buhran turkcel deil :D,2
turkcell'de her yöne bedava sms var mý,2
superonline ve ttnet #FENERBAHCE  cok dostluklar dogdu ordan,2
"Beyni fazla çalýþýo ama deðiþik çalýþýyo :) buralarda çok yeni keþfedilesi, hepimiz #ff yapalým ee hayat paylaþýnca güzel ;)",2
süperonline ým yokki 100 mbit internetim olsun:)) bizim okulda var ama 100 mbit denedim,0
Evet lan :D  ama abi türksel cok kazýk,1
bu gün trkcll time gittim. win. mobile kullandýðým için wap ayarlarý manuel olarak kendim yapamadým. koskoca trkcll timde yapamadý,1
turkcell sana kýyak geçiyor :D,0
Madem hayat paylasýnca guzel paylasým faturamý sen ozaman amýk,1
millet telefonuna mesaj gelince ''aaa kesin o :)):))'' diye pýrpýrlanýyor. Ben direk '' yine Turkcell'dir amk.'',1
#Turkcell #t20 kullanan kimler var ? 1 adým öne çýksanýz ?,2
"#BirazYiyecek biraz deðil tam hazýrlayýn, temiz kaplarda yenebilecek þekilde su da hazýrlayýn,ölmezsiniz korkmayýn,hayat paylaþýnca güzel.",0
ne zaman bu telefonlar makul fiyata elimize gececek?hem 24 ay taahut hemde dunyanin faturasi odeniyor.biz mi cok safiz acaba?,1
"Beni çaldýrýp kapatan bi özel ders hocam bile var turkcell olsa odemeli atcak, kontor istegi falan yollýcak heralde. tüm manyaklar bende.",2
den gelen mesaj : Bunu 25 kisiye yolayin. Okul tatil olsun. Turkcell Umur Holding kazansin. Sonuc : yerdimmm ahahhhhaha :D,2
bir an evvel cevap bekliyoruz. biz burada hayatý sevdiklerimizle deðil kimseyle paylaþamýyoruz.,1
iphone 4s turkcell de 16aralik taa2Soy1C,2
Dur bi mesaj atýyýmda sevdiðinden geldi sansýn. -Turkcell.,1
vodafone cepnet and turkcell výnn kamu :(,1
"bahcelievlerin her yani oyle. Gul sokak da oyleydi, yayla da oyle...",2
bi superonline ariyim bakim,2
ben turkcell e taþýttým,0
önce ttnet sonra Turkcell sinirden kafayý yedirttiniz be bana,1
turkcell atýcak tabi sana mesajý ben mi atýcam,2
adil kullanim hakki denen zimbirti ile 12 mbit baglanti 128K'ya dusuyorsa ben burda adillik degil adilik ararim turkcell,1
"Sahan Gokbakarin oynadigi yeni Turkcell reklami baya iyi. Very sweet you, very beautiful",0
servis saðlayýcýn geçiriyosa android'in suçu ne? ki turkcell'den gayet memnunum ama vodafone'un sýnýrsýz paketleri de var makul,0
bir komþuteyzemiz vr dedikodu sever bugün gündmde aldatýlan kadýnla geldi görüyormsn arzu dedi hayat paylasýnca güzel lala lalala dedm.Oh :),2
Pardon :))  mümessili olduðunuzu yeni farkettim.Davulun sesini bilmem ama baþka sesleri iyi duyarýz biz.Merak etmeyin,1
"eðer ayýn 26sýnda hala eline ulaþmayacaksa, 16sýnda geliyor diye reklam yapma turkcell.",1
Coca Cola ve Turkcell reklamlarý sayesinde herkes Fenafillah olucak :D,1
yalancýlarýn reklam panosu gibisin,1
bunlarýn hepsi böle digiturk turkcel telekom soyguncu,1
Bilirim ama TÜRK'üz TURKCELL lýyýz kanka;),0
sertap erener'i benim hattýma davet ediyorum baksýn bakalým turkcell 4 mü çekiyo-muþ.kafamý yediðimle kaldým :),1
hocam son vodafone reklamýndaki 'kardelen' dikkatinizi çekmiþtir..nasýl bir mesaj var sizce turkcell'e ??,1
ÞENER ÞEN CEZA OLGUN ÞÝMÞEK Binnur Kaya    sana söylüyorum bu firmanýn reklamýna çýkmayýn YAÞASIN,0
Coca Cola'nýn yeniyýl reklamýný günlerdir Turkcell reklamý sanmam.,2
#Vodafone yeterince baþarýlý olabildi mi bilmiorum ama #Turkcell'den daha sinir bozucu reklam yapabilmekte epey baþarýlýlar  orasý net..,0
Bu gece ki mesajýmýz neymiþ ? Gece uzun ve hayat paylaþýnca güzel!,2
Konserden sonra Turkcell'in sayfasýnda direk Bitti Rüya çalmasý Turkcell'in ve hayatýn bize anca rüyanýzda görürsünüz deme tarzýdýr.,1
"iPhone 4S Turkcell, Vodafone ve Avea’da satýþa çýktý: Apple’ýn en yeni akýllý telefonu iPhone 4S, cep telefonu o...",2
Turkcell sagolsunn :D,0
#Turkcell biraz bir seyler yap Twitter'in Facebook'tan eksigi ne? Onun niye 0'ý m'i yok. Yazik bence.,1
"Bazý insanlar turkcell bayisindeki kontor bulunur yazýsý kadar, GEREKSÝZ...",1
Benim bildiðim bi konuda en fazla 1 tane þampiyon olur ama bu Turkcell Avea ve Vodafone'dan hepsi numara taþýmada þampiyon,1
O'nunla kavga edersn ve ondn bi msj beklrsn ya o anda tlf. bir msj gelr heycanla bi bkarsn ki o msjý atan turkcel iþte o an yýkldðn an'dýr.,1
Capital 500listesindeki HerBasarili 10 $irketten9'u bizimle çalisiyor TURKCELL...,0
Oc musteri hizmetleri kukla ettiniz amk turkcell beni sessimden tanirmis,1
"%98.2 oraninda kapsama alani olan Turkcell, kapsama alani olmayan o %1.8 lik alana denk gelmekkk  nedir ya :/",1
:D kediyi getir gidelim türkcell bayiye :)),0
Sabahýn 5'inde milli piyango sonucu gönderen bilyoner/turkcell bari ikramiye kazandýnde de boþuna uyanmamýþ olaydým #bilyoner #iddaa,1
Kiro musun Turkcell?,1
hahahahaha bnm arkadaslarim var ben seni vodafone da ise sokarim :) bosver trcell i :),1
"bir de bankalar, digitürk ve türkcell tam bir mücadele :)",1
"Hem de ayný okuldanmýþýz, ODTÜ iþletme. Sevgiler ve basarýlar, tabi ayný zamanda ""iyi yýllar"".",2
"Bu akþam Turkcell beni mesaj yaðmuruna tuttu bu arada,o bile üzüldü halime o derece",2
Öðrenmek istediðiniz numara Turkcell numarasý deðildir diye bi mesaj geldi sanýrsam numarasý taþýyanlardan biri... siktir et uðraþamam ya...,2
-Bir mesaj atsa! *Mesaj sesi* (þok ifadesi) Noooolur o olsun! + Sayýn abonemiz... Amk turkcell:)))),1
"Mesaj hakký yapamýyorum,turkcell yok olsun istiyorum þuan",1
kalite herkezin hakký diye türkcell heryerde 4 çekermiþ.hayatta paylaþýnca güzelmiþ.ama HELÝN. heryerde herzaman 5 çeker. alayýnýza gider...,1
"Ben subtta iphne alcm ""trkcel"" :)",0
"aynýsýný birkaç hafta önce ben de yazmýþtým, bu ne ya?!! paramýzý nelerde kullanýyo Turkcell, içimizi baymaya???? evet!",1
#turkcell ve #vodafone þu iPhone paketlerini açýklayýn artýk.,2
"ya bi yürü git Turkcell daha fazla eksilere düþmüyo yapamadým demiyodaa ,ders çalýþmýþþ ahahaha :D okuyo o okuyo ;););)",1
iphone 4 S Kanyon Turkcell de var ilgilenenlere duyurulur ..Cok kalabalik tukenmeden alin derim ..,0
"hüzün ,umut,belirsizlik...",1
"Perþembeye kadar turkcell'e yükle, sonra þifre yolla bana.. bi iþe yara bedavadan takip ediyoz..",2
"Koray Bey, Manisa TEZCAN TIM'de 14 günde 2 defa kandýrýldým, o çalýþanlar Turkcell'e yakýþmýyorlar, bilginize.",1
bu arada dünkü turkcell anahtarliklarini göstermedim demi haha,2
A.A ile  hattdan cep telefonuma gelen gereksiz ve saçma mesajlarýnýzý istemiyorum. Kime sordunuz da gönderiyorsunuz?,1
aýle operatorumuz turkcell :D,0
Bu arada kizlar kiskanin 00.00 da mesaj geldii : TURKCELL'den :D,2
beni unutmayan tek adam turkcell,0
iyi ki iPad 2'yi turkcell'den almýþým. cam gibi lig tv her yerde :) teþekkürler,0
avea yada turkcell jet,2
Selam caným evde internetim berbat superonline iyi diye bunu seçtim saolsun oda attý kazzýðýný nasýlsýn?,1
Tabiki hayat paylaþýnca güzel :)) sohbetin çok hoþmuþ yaa :),0
Sadýk dostum Turkcell halimi hatrýmý soruyor yine..,2
"Superonline fiberoptik, daha iyisi yok Türkiye'de.",0
superonline ý aldýlar....baþarýlý ben superonline kullanýodum,0
ya saolsun türkcell internet yerlerde sürünüyo bende yarýmyamalak bi sevinç yaþýyorum :)),1
turkcell'in tersi pistir.,1
Birini aradigimda 'sinyal sesinden sonra mesaj birakiniz'i duyduktan hemen sonra gelen mesaj turkcell'in sapik oldugu izlenimi uyandiriyor.,1
Katil de hep ayný galiba deðil mi? ;) Garanti ve Turkcell için öyleydi diye hatýrlýyorum...,2
Iyiki bbm var mesaj gelince amaan turkcell den gelmistir deyip gecmiyorum,1
turkcell cvp atmis. Knka sitemzden bakabilirsiniz diye :p. Ve hala kitaptayim,0
Turkcell uykumuzdan aliyo :),1
Kucukken tv kumandali saatlerdi okulda bize statu kazandiran. ( yasin turkcell iphone kuyrugundan bildirdi),2
Klasik bir  vakasý... Hattýnýza TL yükledikten sonra kampanya öneri bombardýmaný...,1
Oc turksel,1
Ýþte karþýnýzda Turkcell'in ýþýk hýzýnda 3G baðlantýsý. Muhteþem!,2
2 buçuk aydýr tanýmayan turkcell beni sesimden tanýmýþ bulunmaktadýr!! bunu kutlamalý.,0
3 kelime yetmez size,2
1GB cepten internet paketi 29 TL yerine 3 ay boyunca ayda sadece 9 TL de 1 ay sonra iptal edilebilr mi?,2
#3kelimeyle2011 Benim kelimelerim: Nisantasinda Turkcell Cekmiyor!!!!,1
"önümde farklý boyutta 4 ekran, sözde internet baðlantýlý 3 alet; 1 biri çalýþmýyo 1 biri. turkcell d ttnet d internet isini çözemedi gitti.",1
"""Gökdelende çekmiyormuþ"" lafý Turkcell için doðru çýktý. Gazetede  zirt pirt kesiliyor..",1
"simdi ise 32 GB 'lik flash bellekler kullaniyoruz, o bile yetmiyor yeri gelince.....",2
bu gidiþle facebooku býrakacam  yani turkcell gibi oda sapýttý hani birde kullanýcýlarý rahatsýz etmeyin uyarýsý atýyor ya küfredecem haa,1
"Bugun Kocaeli Universitesinde 5.Raket sporlari sempozyumunda Tenisin markasamasi, Marsel Ilhan ve Turkcell in rolu adli panele katildik...",2
"Iphone 4S 16GB için, peþin olarak 830 Euro fiyat vermenize raðmen, TÝM'lerde bu fiyata sadýk kalýnmýyor. 2600 TL istendi benden!",1
Turkcell müsteri hizmetleri aramýs sadece 532 ise peri .,2
superonline fiber internet hizmeti adresinizde varsa tavsiye ederim cok hizli hesapli kesilmiyor ve kimse aramiyor bu arada ++,0
"ipad 2 versenizde oradan okusak, olmaz mý =)",2
Cocacola'nýn yeni reklamý her zamanki gibi güzel olmuþ. Turkcell'den taklit etmesini bekliyorum. Yakýnda izleriz.,1
#turkcell biraz daha bonkör olabilirsin.,1
Bugun turkcell bana kiyak geciyor :),0
mutluluðun sýrrý = paylaþmak :) nede olsa hayat paylaþýnca güzel ;),0
opuldun bebegim ;) Tebrikler! Size ozel 1 ay boyunca yurtici heryone 100 dakika ve 300 SMS kazandiniz. Gule gule kullanin!,0
hayýr yaaa turkcell gayet :(,1
"bu hesapla bir haftalýk esenköy tatili turkcell výnn paketi bana nerdeyse 500 tlye mal olmuþ durumda. eh,hayat kazýklanýnca güzell lalalalaa",1
1 haftadan beri turkcell mesaj atmýodu kesin baskasý var dýodum en sonunda attý hýh ;P cevap atmayacagým evt melis oynattý en sonunda :D,2
"o zaman sana bir soru. 8yýl turkcell kullanýp,bi gazla avea'ya geçtim ama þimdi yine turkcell'e geçmeyi düþünüyorum. sence?",0
beni bu hale getiren türkcell utansýn:) zorla internet paketi kitledi...,1
Bundan sonrasýný   düþünsün biz de gayet memnunuz vodofondan.,1
"Keþke olsaydým ama önemli de bir iþim vardý. Turkcell borcum baþýma iþ açtý onunla uðraþtým,icra micra.",1
o zaman ne yapmalýyýz? Turkcell'e Can'ý koymadýklarý için ne kadar büyük bir hata yaptýklarýný gösteren bir mesaj?,1
"maNga konseri, bugün saat 15:00'te canlý yayýnla  adresinde! Hayat müziði paylaþýnca güzel :)",0
Bir gün turkcell þöyle bir msj atýcak; o kadar msj attým neden cevap vermiyorsun.!,1
bende hatta onu izlerkende sýkýlýyorum dizinin karþýsýnda uyuyorum sonlarýný bilmiyorum genelde bu akþam gnctrkcll için kaldým,2
evet,2
"""Kýzlar yurdunu basmýþ serserilere karþý seksi bir bayaný yönlendiriyorsun."" Turkcell sen neyin kafasýný yaþýyorsun? Oyununa 1 sana 2.",1
2222'den gelen bilgilendirme mesajýna ''Kaç para?'' yazarak cevaplayan babama turkcell giriþimcilik ödülü vermeli bence.. O.o,2
"Ruyamda liralarim -25e dusuyordu. Ruyama bile giriyorsun Turkcell, hain seni.",1
Bir ay boyunca haftanýn bir gunu diyor konus diyor baðýra baðýra ama bir saat yazýsýný ekranda gösterio söylemiyor UYANIK turkcell,1
Turkcell reklaminda oynayan sanatcilarla yolda karsilasirsam kulagindan tutup eve getirecegim,2
Bihter'cim bu Cumartesi parandan kesicem haberin olsun. Zira sana attýðým SMS'in haddi hesabý yok. Turkcell bu ay beni öpecek. :),1
Bir iPhone neden 3g baðlanmaz?Turkcell sorun bende deðil der.teknik servise de gitti geldi.Ndn hala 3G görmez?bu tel. amacý bu deðil mý?,1
Vodafone ya da Turkcell'deki gibi mini mesaj paketleri yok mu Avea'da? 50 sms 3 tl gibi faturasýzlar için... Ya da 15 TL'ye bal?,2
Ablacým yorumlarýý esirgeme.. hayat paylasýnca güzel olsa idi onlarda vicdan da olurdu..,1
Ohaaa o faturaa ne turkcell soymaya mý karar verdýn bizi !!!,1
off ali ya sbh sbh ne güldürdün :D art ýk facebooktanda Turkcell ile iliþkisi war yaparsýn sen :D,0
Neden durduk yere kontorlerimi yiyosun ki Turkcell?,1
: ))bide heryerde 4 çeker diyorlar..,1
lazým :)) Acun'a milyon $ verecez diye faturada bize döþüyor Turkcell :),1
Kontörlü hattayken gizlice týrtýkladýðýn kontörlerimi unutmuyorum türkcell,1
Bu mesela: SunExpress'te TURKCELL'lilere tüm iç hat uçuþlarýnda %50 indirim! bu gün son gun! -,0
iPhone 4S satýþ fiyatlarý belli oldu..  via,2
"Mesaj geldiyse Turkcell'dir, arýyorsa evdekilerdir :(",1
"adresini yazdýðýmda sayfa açýlmýyor. internet baðlantým süperonline, modem markasý ise Týlgýn. Modem ile ilgili bir ayar",2
superonline her þekilde daha hýzlý ve kullanýþlýdýr ttnet'e göre :),0
Bugün turkcell  mesaj atmadý.. Kesin baþkasý var... :'(,1
turkcell beni sesimden tanir.,0
"Düzenli olarak bana mesaj atan Havayý Koklayan Adam!Lütfen býrak artýk beni.Olmuyor iþte,yürütemiyoruz.Konuþ Turkcel'le de bir nefes alayým!",1
2012 ayvalýk'ýnda turkcell çekmiyor,1
"#teknoloji iPhone 4S Avea, Turkcell ve Vodafone ile Türkiye'de satýþta... Ýþte tarifeler ve fiyatlar...",2
Turkcell deðil ama... Melisa nýn attýgý mesajý okudun mu yarýldým þuan ahahahah,2
git babaný kandýr,1
hahaha :) turkcell iletiþim merkezlerinden bahsediyorum :) sadece samsung mu satýlýyor :),2
"""1 yeni film vizyone girerken, gnctrkcll þifresi arayan 3 milyon kiþi var."" ahaha",0
 hayat paylaþýnca güzel la la laaa laa  ,0
2 yillugina baglandim turkcell'e. Sagolsun her gun mesaj atiyo ama beni boslamiyo,2
Ben memnunum  'den :),0
