Sentence,Category
" In article <myers.735287742@peach.cs.scarolina.edu> myers@cs.scarolina.edu (Daniel Myers) writes: >I am under the impression that MSG ""enhances"" flavor by causing the >taste buds to swell.  No, that's not how it works.  >If this is correct, I do not find it unreasonable >to assume that high doses of MSG can cause other mouth tissues to swell.  This may be through a different mechanism.  >Also, as the many of the occurances (including two of the above) >involved beef, and as beef is frequently tenderized with MSG, this is >what I suspect as being the cause.  Tenderizing beef involves sprinking or marinading it in papain, an enzyme. ""Meat tenderizer"" packets might contain papain and MSG and seasonings, but MSG doesn't act as a tenderizer.  --  Steve Dyer dyer@ursa-major.spdcc.com aka {ima,harvard,rayssd,linus,m2c}!spdcc!dyer ",sci.med
"Distribution: world Message-ID: <1r2kl2$6e1@fido.asd.sgi.com> References: <1993Apr10.223517.26573@leland.Stanford.EDU> <C5F1zt.EBC@darkside.osrhe.uoknor.edu> <1993Apr14.110209.7703@monu6.cc.monash.edu.au> <1qi3fc$jkj@fido.asd.sgi.com> <1993Apr19.112008.26198@monu6.cc.monash.edu.au> NNTP-Posting-Host: solntze.wpd.sgi.com  In article <1993Apr19.112008.26198@monu6.cc.monash.edu.au>, darice@yoyo.cc.monash.edu.au (Fred Rice) writes: |>  |> By the way, Jon, I found a reference to my claim that the percentage of |> the population that suffers from depression has been increasing this |> century (as you requested).  I will start a new heading (""thread"") to |> post it under.  Cool, then we can discuss the increase in radio and TV use,  the increase in the use of fossil fuels, the increase in air  travel, and consumption of processed bread, and you can instruct us on which of them causes increased depression.  jon. ",alt.atheism
"Distribution: world Message-ID: <1qkhrm$7go@agate.berkeley.edu> NNTP-Posting-Host: uclink.berkeley.edu   Can someone recommend how to ship a motorcycle from San Francisco to Seattle?  And how much might it cost?  I remember a thread on shipping.  If someone saved the instructions on bike prep, please post 'em again, or email.  Thanks,  Manish ",rec.motorcycles
"Distribution: na Message-ID: <1r77ph$66i@access.digex.net> References: <1993Apr22.134214.18517@rick.dgbt.doc.ca> <1r6g1n$rvb@access.digex.net> <1993Apr22.171255.19707@rick.dgbt.doc.ca> NNTP-Posting-Host: access.digex.net    It is my intent to cut the government off at the knees with the pen (and keyboard).  True, the lawyer and the lawbook only go so far, but I agree that it is best to use those resources to the maximum extent before seriously contemplating anything more... disruptive.  ",sci.crypt
" In article <sfpzMNz0BwwbMDwhUC@transarc.com> Lyle_Seaman@transarc.com writes: >martin@world.std.com (Martin J Hannigan) writes: >> Hello. I am the David Sternlight keeper of the FAQ. Unfortuantely I cannot >> find it at the present time. > >Cool it, will you?  Let people form their own opinions. >Even Mr. Sternlight might be right sometime, and you guys >are setting things up so that the only way he can regain  >any credibility is to renounce his previous statements and >move towards the mainstream of net.opinion.  This does not >bespeak tolerance, IMO. > >>                          C       _)           David Sternlight >>                           |  ,___|            Net.Police > >Indeed...   > >Lyle		Transarc		707 Grant Street >412 338 4474	The Gulf Tower		Pittsburgh 15219   Hopefully, he doesnt take it personal... --  Martin Hannigan    :       Twisted Pair Consulting       : 617-623-3534 Mac                :         IBM PC & Mainframe          : UNIX ",sci.crypt
 Is this group for real? I honestly can't believe that most of you expect you or your concerns to be taken remotely seriously if you behave this way in a forum for discussion. Doesn't it ever occur to those of you who write letters like the majority of those in this group that you're being mind-bogglingly hypocritical? ,talk.politics.mideast
"Nntp-Posting-Host: acad3.alaska.edu  In article <1993Apr20.101044.2291@iti.org>, aws@iti.org (Allen W. Sherzer) writes: > In article <1qve4kINNpas@sal-sun121.usc.edu> schaefer@sal-sun121.usc.edu (Peter Schaefer) writes: >  >>|> > Announce that a reward of $1 billion would go to the first corporation  >>|> > who successfully keeps at least 1 person alive on the moon for a year.  >  >>Oh gee, a billion dollars!  That'd be just about enough to cover the cost of the >>feasability study!  Happy, Happy, JOY! JOY! >  > Depends. If you assume the existance of a working SSTO like DC, on billion > $$ would be enough to put about a quarter million pounds of stuff on the > moon. If some of that mass went to send equipment to make LOX for the > transfer vehicle, you could send a lot more. Either way, its a lot > more than needed. >  > This prize isn't big enough to warrent developing a SSTO, but it is > enough to do it if the vehicle exists. >  >   Allen >  > --  > +---------------------------------------------------------------------------+ > | Lady Astor:   ""Sir, if you were my husband I would poison your coffee!""   | > | W. Churchill: ""Madam, if you were my wife, I would drink it.""             | > +----------------------57 DAYS TO FIRST FLIGHT OF DCX-----------------------+  Or have different classes of competetors.. and made the total purse $6billion or $7billion (depending on how many different classes there are, as in auto racing/motocycle racing and such)..  We shall see how things go.. == Michael Adams, nsmca@acad3.alaska.edu -- I'm not high, just jacked ",sci.space
"Message-ID: <1qtgl4INNhli@gap.caltech.edu> References: <1993Apr18.200737.14815@ulysses.att.com> <1667.Apr1821.58.3593@silverton.berkeley.edu> NNTP-Posting-Host: alumni.caltech.edu  djb@silverton.berkeley.edu (D. J. Bernstein) writes:  >[Summary elided] >The system as described here can't possibly work. What happens when >someone plugs the above ciphertext into a receiving chip? To get M >the receiving chip needs K_P; to get K_P the receiving chip needs U_C. >The only information it can work with is C. If U_C can be computed >from C then the system is cryptographically useless and the ``key >escrow'' is bullshit. Otherwise how is a message decrypted?  The description of the chip's operation evidently leaves out some of the key management aspects.  Either the K_P is the secret key corresponding to a public key which is broadcast at message initiation, or it is the result of a Diffie-Hellman key exchange or something similar.  Either way there must be some protocols beyond those described here.  It isn't clear whether they are implemented in the Clipper wiretap chip or must be provided by other system components.  Hal Finney ",sci.crypt
"Distribution: world Message-ID: <1r59na$e81@fido.asd.sgi.com> References: <1qsili$fme@fido.asd.sgi.com> <1993Apr19.151902.21216@st-andrews.ac.uk> <1r2m21$8mo@fido.asd.sgi.com> <1993Apr21.141259.12012@st-andrews.ac.uk> NNTP-Posting-Host: solntze.wpd.sgi.com  In article <1993Apr21.141259.12012@st-andrews.ac.uk>, nrp@st-andrews.ac.uk (Norman R. Paterson) writes: |> In article <1r2m21$8mo@fido.asd.sgi.com> livesey@solntze.wpd.sgi.com (Jon Livesey) writes: |> >In article <1993Apr19.151902.21216@st-andrews.ac.uk>, nrp@st-andrews.ac.uk (Norman R. Paterson) writes: > >Just as well, then, that I'm not claiming that my own moral system is > >absolute. > > > >jon. > > > >[list of references stretching from here to Alpha Centauri deleted.] > > Jon- > > [and I thought to impress with my references!] > > Ok, so you don't claim to have an absolute moral system.  Do you claim > to have an objective one?  I'll assume your answer is ""yes,"" apologies > if not.  I've just spent two solid months arguing that no such thing as an objective moral system exists.  jon. ",talk.religion.misc
" In article: <1qlg9o$d7q@sequoia.ccsd.uts.EDU.AU> 	swalker@uts.EDU.AU (-s87271077-s.walker-man-50-) wrote: >I really don't know where to post this question so I figured that >this board would be most appropriate. >I was wondering about those massive concrete cylinders that >are ever present at nuclear poer sites. They look like cylinders >that have been pinched in the middle. Does anybody know what the >actual purpose of those things are?. I hear that they're called >'Cooling Towers' but what the heck do they cool?  Except for their size, the cooling towers on nuclear power plants are vertually identical in construction and operation to cooling towers designed and built in the 1890's (a hundred years ago) for coal fired power plants used for lighting and early electric railways.  Basicly, the cylindrical tower supports a rapid air draft when its air is heated by hot water and/or steam circulating thru a network of pipes that fill about the lower 1/3 of the tower. To assist cooling and the draft, water misters are added that spray cold water over the hot pipes. The cold water evaporates, removing the heat faster than just air flow from the draft would and the resulting water vapor is rapidly carried away by the draft. This produces the clouds frequently seen rising out of these towers.  That slight pinch (maybe 2/3 of the way up the tower) is there because it produces a very significant increase in the strength and rate of the air draft produced, compared to a straight cylinder shape.  The towers are used to recondense the steam in the sealed steam system of the power plant so that it can be recirculated back to the boiler and used again. The wider the temperature difference across the turbines used in the power plant the more effecient they are and by recondensing the steam in the cooling towers before sending it back to the boilers you maintain a very wide temperature difference (sometimes as high as 1000 degrees or more from first stage ""hot"" turbine to final stage ""cold"" turbine).                                          R. Tim Coslet  Usenet: R_Tim_Coslet@cup.portal.com         technology, n.  domesticated natural phenomena ",sci.electronics
" Another fish to check out is Richard Rast -- he works for Lockheed Missiles, but is on-site at NASA Johnson.  Nick Johnson at Kaman Sciences in Colo. Spgs and his friend, Darren McKnight at Kaman in Alexandria, VA.  Good luck.  R. Landis  ""Behind every general is his wife.... and...  behind every Hillary is a Bill . .""   ",sci.space
"Nntp-Posting-Host: acad3.alaska.edu  In article <C4zGAM.2nJ@zoo.toronto.edu>, henry@zoo.toronto.edu (Henry Spencer) writes: > In article <1993Apr2.214705.1@aurora.alaska.edu> nsmca@aurora.alaska.edu writes: >>How difficult would it be to set up your own ground station? >  > Ground station for *what*?  At one extreme, some of the amateur-radio > satellites have sometimes been reachable with hand-held radios.  At the > other, nothing you can do in your back yard will let you listen in on > Galileo.  Please be more specific. > --  > All work is one man's work.             | Henry Spencer @ U of Toronto Zoology >                     - Kipling           |  henry@zoo.toronto.edu  utzoo!henry   SPECIFIC: Basically to be able to do the things the big dadies can do.. Monitor, and control if need be the Shuttle...  Such as the one in Australia and such....  == Michael Adams, nsmca@acad3.alaska.edu -- I'm not high, just jacked ",sci.space
"Distribution: usa Message-ID: <1qt62vINN78p@senator-bedfellow.MIT.EDU> References: <mdouglasC5nIEu.1w9@netcom.com> <C5ovG2.J24@magpie.linknet.com> NNTP-Posting-Host: nw12-326-1.mit.edu In-reply-to: neal@magpie.linknet.com (Neal)   In article <C5ovG2.J24@magpie.linknet.com>,  neal@magpie.linknet.com (Neal) said:  > My views are out of experiences when I was a police officer in a large > metropolitan area, and of a citizen. Unless people account for their > behavior, and for the behavior of their immediate community, nothing > will improve.  Wait a minute.  I agree with you that people have to take responsibility for their own behavior (I assume that's what you meant by the word ""account""), but also for ""the behavior of their immediate community""?  First of all, how ""immediate"" are you talking about, and secondly, I have a lot of trouble with any theory of social behavior or justice which charges anyone with the duty of taking responsibility for or accounting for the actions of a different person...  -- William December Starr <wdstarr@athena.mit.edu>  ",talk.politics.misc
Distribution: world Message-ID: <1qmie4INNd9h@senator-bedfellow.MIT.EDU> References: <15APR93.14691229.0062@lafibm.lafayette.edu> <1qkkodINN5f5@jhunix.hcf.jhu.edu> <1993Apr15.221049.14347@midway.uchicago.edu> NNTP-Posting-Host: loch.mit.edu  I think you can add former A's first baseman Mike Epstein (no relation) to  the list.  Ari ,rec.sport.baseball
" In article <C4vrII.H2@exnet.co.uk>, s0xjg@exnet.co.uk (Xavier Gallagher) writes: > In article <15150@optilink.COM> cramer@optilink.COM (Clayton Cramer) writes: > >In article <C4oBCK.761@unix.portal.com>, drakon@shell.portal.com (Harry Benjamin Gibson) writes: # #They believe that they have a right to FORCE people to hire them, # #rent to them, and do business with them, regardless of the feelings # #or beliefs of the other person. #  # Cramer, you are off your target again.  The law *forces* no one to obey # it.  At every point any individual may stand up and say *this law # sucks*.  Even you could say this.  Gay men and women have not *forced*  You mean they passed a law that does nothing at all?  No enforcement mechanisms?  As usual, you are wrong.  # any off this.  Changes in the law have been brought about by # democratic* processes, those same processes are the ones that protect # you from certain abuses.  Yeah, right.  I guess the next time a homosexual complains about sodomy laws, I can just echo your stupidity about ""democratic processes"" and he won't have any basis for complaint.  # #I must admit that I never understood why it is referred to as an  # #abomination, until I started to read soc.motss, and started finding # #evidence that homosexuality is a response to child molestation -- # #which is disproportionately done by homosexuals.  (Just to make # #Brian Kane happy -- 30% of molestation is done by homosexuals and # #bisexuals, but it is possible that this is because homosexual/bisexual # #molesters have far more victims than heterosexual molesters.) #  # No it isn't.  No it isn't. No it isn't and it depends on the subset # (note *subset*) of abuse you look at.  Repeating it three times makes it more correct?  # #Clayton E. Cramer {uunet,pyramid}!optilink!cramer  My opinions, all mine! # #Relations between people to be by mutual consent, or not at all. #  # * Xavier Gallagher*************************** Play  *************************** --  Clayton E. Cramer {uunet,pyramid}!optilink!cramer  My opinions, all mine! Relations between people to be by mutual consent, or not at all. ",talk.politics.misc
" I'm considering switching to Geico insurance, but have heard that they do not assign a specific agent for each policy or claim.  I was worried that this might be a real pain when you make a claim.  I have also heard that they try to get rid of you if you have an accident.  I'm interestend in determining whether or not these things are true. Has anyone out there with Geico made a claim?  I'd be interested in hearing whether or not you were satisfied with the service and whether you then had trouble renewing your policy.  I'm also interested in any good or bad stories about Liberty Mutual or State Farm.  ",rec.autos
"Nntp-Posting-Host: silver.ucs.indiana.edu    ronaldw@sco.COM (Ronald A. Wong) writes:   ]In article <C4vr7z.EB0@usenet.ucs.indiana.edu>,  ]kssimon@silver.ucs.indiana.edu (kenneth steven simon) wrote: >  > The program PowerStrip2.0, which is freeware, has an option called > ""Quick Discharge.""  You can find it on the Mac archives, probably > sumex-aim.stanford.edu or mac.archive.umich.edu.      >>Is it a hidden option?  I'm using PowerStrip 2.0 (by Mr. Caputo) right now    >>and can't find any quick discharge option.  It definitely is on    >>mac.archive.umich.edu 'cause I submitted it!    My apologies!  I goofed.  The ""quick discharge"" option is part of the Connectix PowerBook Utilities package (CPU).  I installed it the same day as PowerStrip, and didn't pay enough attention.  ;)  Anyway, the option does exist for those of you who buy CPU.    --------------- ""Whadda goofball!"" ""Sheddap.  You're not even the real signature file."" ---------------  --  ----------------------------------------------------------------- Kenneth Simon               Dept of Sociology, Indiana University Internet: KSSIMON@INDIANA.EDU              Bitnet: KSSIMON@IUBACS  ----------------------------------------------------------------- ",comp.sys.mac.hardware
"NNTP-Posting-Host: monsoon.berkeley.edu   	     MLB Standings and Scores for Tuesday, April 6th, 1993 	                 (including yesterday's games)  NATIONAL WEST	      Won  Lost   Pct.    GB   Last 10   Streak    Home   Road Atlanta Braves         01   00   1.000    --     1-0      Won 1   00-00  01-00 Cincinnati Reds        01   00   1.000    --     1-0      Won 1   01-00  00-00 San Diego Padres       00   00    .000   0.5     0-0       ---    00-00  00-00 San Francisco Giants   00   00    .000   0.5     0-0       ---    00-00  00-00 Colorado Rockies       00   01    .000   1.0     0-1     Lost 1   00-00  00-01 Houston Astros         00   01    .000   1.0     0-1     Lost 1   00-01  00-00 Los Angeles Dodgers    00   01    .000   1.0     0-1     Lost 1   00-00  00-01  NATIONAL EAST Florida Marlins        01   00   1.000    --     1-0      Won 1   01-00  00-00 New York Mets          01   00   1.000    --     1-0      Won 1   01-00  00-00 Philadelphia Phillies  01   00   1.000    --     1-0      Won 1   00-00  01-00 Pittsburgh Pirates     00   00    .000   0.5     0-0       ---    00-00  00-00 St. Louis Cardinals    00   00    .000   0.5     0-0       ---    00-00  00-00 Chicago Cubs           00   01    .000   1.0     0-1     Lost 1   00-01  00-00 Montreal Expos         00   01    .000   1.0     0-1     Lost 1   00-00  00-01   AMERICAN WEST         Won  Lost   Pct.    GB   Last 10   Streak    Home   Road Oakland Athletics      01   00   1.000    --     1-0      Won 1   01-00  00-00 Texas Rangers          01   00   1.000    --     1-0      Won 1   00-00  01-00 California Angels      00   00    .000   0.5     0-0       ---    00-00  00-00 Chicago White Sox      00   00    .000   0.5     0-0       ---    00-00  00-00 Minnesota Twins        00   00    .000   0.5     0-0       ---    00-00  00-00 Seattle Mariners       00   00    .000   0.5     0-0       ---    00-00  00-00 Kansas City Royals     00   01    .000   1.0     0-1     Lost 1   00-01  00-00  AMERICAN EAST Boston Red Sox         01   00   1.000    --     1-0      Won 1   00-00  01-00 New York Yankees       01   00   1.000    --     1-0      Won 1   00-00  01-00 Milwaukee Brewers      00   00    .000   0.5     0-0       ---    00-00  00-00 Toronto Blue Jays      00   00    .000   0.5     0-0       ---    00-00  00-00 Baltimore Orioles      00   01    .000   1.0     0-1     Lost 1   00-01  00-00 Cleveland Indians      00   01    .000   1.0     0-1     Lost 1   00-01  00-00 Detroit Tigers         00   01    .000   1.0     0-1     Lost 1   00-00  00-01   			     YESTERDAY'S SCORES  NATIONAL LEAGUE				AMERICAN LEAGUE  Montreal	1			New York	9 Cincinnati	2			Cleveland	1  Atlanta		1			Texas		7 Chicago		0			Baltimore	4  Los Angeles	3			Boston		3 Florida		6			Kansas City	1  Philadelphia	3			Detroit		4 Houston		1			Oakland		9  Colorado	0			California   IDLE New York	3			Chicago      IDLE		  Pittsburgh   IDLE			Milwaukee    IDLE St. Louis    IDLE			Minnesota    IDLE  San Diego    IDLE			Seattle	     IDLE San FranciscoIDLE			Toronto      IDLE --  ------------------------------------------------------------------------------- Joseph Hernandez          |    RAMS  | |    /.\  ******* _|_|_  / |   LAKERS jtchern@ocf.Berkeley.EDU  |   KINGS  | |__ |   | DODGERS _|_|_  | |   RAIDERS jtcent@soda.Berkeley.EDU  |  ANGELS  |____||_|_| *******  | |  |___|  CLIPPERS ------------------------------------------------------------------------------- ",rec.sport.baseball
" STK1203@VAX003.STOCKTON.EDU Pontificated:  >I am taking a course entitled ""Exploring Science Using Internet"". >For our final project, we are to find a compendium of Internet resources  >dealing with a science-related topic. I chose Astronomy. Anyway, I was  >wondering if anyone out there knew of any interesting resources on Internet >that provide information on Astronomy, space, NASA, or anything like that. >  One of the sci.space FAQ postings deal with this.  It's archived somewhere.  Perhaps someone can post where it is (I don' remember).     /~~~(-: James T. Green :-)~~~~(-: jgreen@oboe.calpoly.edu :-)~~~\  |I didn't do it! Nobody saw me do it! You can't prove anything!	| |                                   <Bart Simpson> 		|  ",sci.space
" >>>>> On 19 Apr 93 21:48:42 GMT, xlyx@vax5.cit.cornell.edu said: Mike> Is it possible to do a ""wheelie"" on a motorcycle with shaft-drive?  Sure.  In fact, you can do a wheelie on a shaft-drive motorcycle without even moving.  Just don't try countersteering.  :-) -- Jerry Lotto <lotto@lhasa.harvard.edu>         MSFCI, HOGSSC, BCSO, AMA, DoD #18 Chemistry Dept., Harvard Univ.  ""It's my Harley, and I'll ride if I want to..."" ",rec.motorcycles
"Message-ID: <1rjpqsINNk6t@tamsun.tamu.edu> References: <1rjhf8INNjid@tamsun.tamu.edu> <1rjkko$9fs@usenet.INS.CWRU.Edu> NNTP-Posting-Host: tamuts.tamu.edu  HB 1776 is for Concealed Carry in Texas.  It provides for licensing citizens to carry concealed firearms if they pass an instruction course (30 hours, if I remember correctly), pay a $140 fee (good for 4 years), and meet several other criteria related to personal character, etc.  While I don't agree with all of the criteria, I feel it's high time that pro-gun types fight the same way HCI et al. do -- by getting incremental changes in the law.    Daryl               Daryl Biberdorf  N5GJM    d-biberdorf@tamu.edu                + Sola Gratia + Sola Fide + Sola Scriptura ",talk.politics.guns
" In article <1993Apr25.165315.1190@monu6.cc.monash.edu.au> darice@yoyo.cc.monash.edu.au (Fred Rice) writes:   >>(Deletion) >>>""(God is) the One Who created the night, the day, the sun and the moon. >>>Each is travelling in an orbit with its own motion."" (Qur'an :33) >>> (Deletion) >>Well, that is certainly different, but it looks as if there is a translation >>found for everything. By the way, I am most surprised to hear that night and >>day move in an orbit. > >I thought about this, too -- some translations refer to only the latter >two objects being in orbit, but Bucaille's translation seems to indicate >the night and the day travelling in ""orbit"" too.  Perhaps this can be >understood when one looks at it from the earth's reference frame -- from >this reference frame, the day and the night would appear to ""orbit"" the >earth (travelling from east to west).  (This is from the reference frame >when the earth is still.) >   Well, yes, but that belongs in the other group, there is a interpretation found for everything. However, allowing any form of interpretation reduces the information of the text so interprteted to zero.   By the way, I have checked the quote and I think the lines preceding those quoted above are more interesting:      21:32 where mountains are set on earth in order to immobilize the earth.    21:33 where the skies (heavens?) are referred to as well supported.   the lines given above are  21:34 after my edition.     >Maybe this is what is meant by the above....?  It's just a possibility. > >>And that the sun travels in an orbit without saying that earth does, too, >>sounds geocentric to me. > >I will see if I can find out more about this. > >But it is still not geocentric. >   That sun and moon move and the earth is immobile sounds geocentric to me.    Benedikt ",alt.atheism
" In article <1993Apr21.224506.922@a.cs.okstate.edu> kennejs@a.cs.okstate.edu (KENNEDY JAMES SCOT) writes: >I completely agree with you.  The *illegal* invasion of Panama was >something Mr. Bush never did have to answer for.  Remember, not >only did a lot of Panamanian civilians get killed, but more than >a few American soldiers died too.  All this for arresting a petty >dictator.  Here's the icing on the cake:  to my knowledge the flow >of drugs from Panama hasn't slowed down at all with the removal of >Noriega.  So, what good did it do to remove him from power?  The >cigarette cops and the FBI killing the Branch Davidians in Waco is >equally reprehensible. > >BTW, I've cross-posted this article to t.p.d. because I want to >hear from knowledgable people on whether or not the arrest of >Noriega affected the drug trade in any way.  The arrest of Noriega did not have any major adverse effect on the drug trade going through Panama. Money laundering continues to be Panama's main industry. In fact, it is bigger now than before Noriega was arrested [1]. Panama's current administration also has ties with the Colombian cocaine cartels [2]. And large amounts cocaine still flow through Panama on a regular basis [3].  Oh well...  Sources (from the book _Drugs in America_ by Vincent Bugliosi): [1] IRS Criminal Investigations Divison [2] _New York Times_ [3] U.S. State Department  --  Michael Wang mmwang@mv.us.adobe.com ",talk.politics.misc
" In article <MELLON.93Apr21145149@pepper.ncd.com> mellon@ncd.com (Ted Lemon) writes: >  > On a long ride with my ex-girlfriend Nancy, I would notice her > drifting off every so often [...]  	I swore off taking passengers over ten years ago, but I recall  Sturgis, 1981 getting some strange looks because my passenger  was reading a book.  She was so engrossed that she didn't even  notice when we hit a roadkill to make the hit-of-the-day  with the riders behind us.  ==================================================== John Stafford   Minnesota State University @ Winona                     All standard disclaimers apply. ",rec.motorcycles
" dgannon@techbook.techbook.com (Dan Gannon) writes:  Gannon, why don't you tell the readers of these newsgroups how you hail Nazism on your BBS, and post long articles claiming non-Whites are inferior?  # THE U.S. HOLOCAUST MEMORIAL MUSEUM: A COSTLY AND DANGEROUS MISTAKE  The Museum is entirely funded by private donations, but don't expect this fact to deter ""Maynard"".  BTW, Gannon's ideological fathers also had a passion for constructing museums and collections, some of which served to educate the public about the racial supremacy of the Aryans. One such collection was that of skeletons, and there was no lack of these around:  Letter from SS-Standartenfuehrer Sievers to SS-Obersturmbannfuehrer Dr. Brandt, November 2 1942 [""Trial of the Major War Criminals"", p. 520] ------------------------------------------------------------------- Dear Comarade Brandt,  As you know, the Reichsfuehrer-SS has directed that SS-Hauptsturmfuehrer Prof. Dr. Hirt be supplied with everything needed for his research work. For certain anthropological researches - I already reported to the Reichsfuehrer-SS on them - 150 skeletons of prisoners, or rather Jews, are required, which are to be supplied by the KL Auschwitz.   However, the good Doctor needed some more items to complete his research:  Testimony of Magnus Wochner, SS guard at the Natzweiler Concentration Camp [""The Natzweiler Trial"", Edited by Anthony M. Webb, p. 89] -------------------------------------------------------------------- ... I recall particularly one mass execution when about 90 prisoners (60 men and 30 women), all Jews, were killed by gassing. This took place, as far as I can remember, in spring 1944. In this case the corpses were sent to Professor Hirt of the department of Anatomy in Strasbourg.   -Danny Keren.  ",talk.politics.mideast
" In article <fern.735342004@camelot> fern@camelot.bradley.edu (Jill Rosencrans) writes: > >i'm not saying i'm satisfied with the outcome, it's very upsetting. >you are simply blaming the wrong person.   >  Oh are we Jill?  Let me tell you a story then...  One evening not long in this country a man, a parolee, a convicted KNOWN  violent crimminal lead police on high speed chase after breaking another law. He decided that police had no right to do their jobs and enforce the law and assualted two of while attempting to resist arrest.  When police use metal sticks to force him into submission we heard all the reason why certain people in this country have and excuse when they refuse to obey the law,  how this was a perfect example of police oppression, how all the police had to do was behave a certain way and all would have been finei, how nothing the victim did could have possibly warranted the response - some blows with a few sticks - he got from the authorities.  Funny, how when it's Bloodbath Billy or his hitwench calling the shots, a group of people who were bothering no one, were not know to have broken  any law, who asked only that they be left alone to practice their religion as they fit, how it is now that the government is justified in assualting those people with 100 heavily armed commandos simply because the gun  grabbers in DC thought these people had more guns thay they thought they should have.  Now when it's the Clinton administration that has the blood of dozens on its hand AAAALL of a sudden it's the people who refused to have their civil rights violated, it's their fault, those evil fanatics provoked it...  How is it in the mind of the liberal Democrat-Clinton supporter that a crimminal puke, scum bag, piece of garbage like Rodney King could not have possibly provoked the beating he got, but this bunch of wierdos could cause  a fifty one day stand off that ended with the burning deaths of all of them and their children, all by themselves with no help from the the police.   And to here people say they deserved what they got, to hear Clinton say the blame rest solely with Koresch, what a cowardly piece of work that man has shown, again, himself to be.  WE'RE blaming the right people.  It is you and others that defend ANY of the actions of the BATF, FBI or Justice Department in this matter, that with  each word prove again and again the depth of the hypocrisy, the double standard that people like the Clintons would hold certain Americans to.  While at the same time allowing others to do as they please with only  excuses to offer their victims.  It's all to clear these days, from the comments of the ""president"" and the rationalizations of his supporters in these groups, that in a liberal Democratic vision of America only a certain select few people can expect to have civil rights enforced,  and this administration intends to enforce laws, apply the Constitution and obey the laws only when it suits them to do so.   The Rooster  				WARNING!                     By order of Heir Clinton and for your own                 personal safety: Remember to maintain membership                  in ONLY BATF approved religious organizations. 	 	   BATF approved religious services.   . ",talk.politics.misc
"NNTP-Posting-Host: jhunix.hcf.jhu.edu  If anyone's still interested, I have ONE Mattel electronic game left for sale or trade. It's Baseball (Tan Case) and includes a 9-volt battery and the original manual!  I was able to sell Soccer and Basketball 2 for $70.00 and traded the Football game for a Genesis cart...  so, I was happy.  I will entertain all offers.. cash or Genesis carts...  By the way, Baseball is in Excellent condition and works perfectly.. 	 		Thanx in advance, 			Dave ",misc.forsale
"Sender: news@athena.mit.edu Message-ID: <9304261625.AA18077@expo.lcs.mit.edu> NNTP-Posting-Host: enterpoop.mit.edu To: xannounce@expo.lcs.mit.edu  *Reminder*   Plan now for the Andrew Conference. *Date* The dates are as noted below.  (We have not changed them.) *Submission extension*   We are still accepting papers.  *Tutorial topic*   	_Converting Andrew source code to C++_  This tutorial will discuss the steps necessary to convert a site from C (extended with classC) to C++.  Conversion of the source code requires only a couple of steps: 	run the converter 	fill in missing type information Describing this will not take long.  The remainder of the day will be spent learning how to write objects in C++ and practicing.  ------------------------------  1993 Andrew Technical Conference and Consortium Annual Meeting June 24-25, 1993 Carnegie Mellon University Pittsburgh, PA  The conference will be held on the last Thursday and Friday in June.  A tutorial will be on Thursday the 24th and the conference proper on the 25th with the annual meeting at the dinner on the evening between the two days.  All conference attendees are welcome at the annual meeting, though only Consortium members will be able to vote.  This year's theme is   	Application Construction by Non-Programmers  Much of the effort on X toolkits has been aimed at programmer construction of applications.  There have, however, been some excellent UIMS systems built on top of X.  Papers addressing the theme will consider questions such as 	What is needed for application construction by non-programmers? 	Can we avoid programming altogether, or is a simple language needed? 	Is it sufficient to create applications, or must users be able to create new widgets? 	Should widgets and applications be able to print themselves?  Your participation in the conference is welcome.  Papers are appropriate on the theme or any aspect of the Andrew User Interface System, including  	applications 	experience with users 	new objects 	reviews of and proposals for revision of  		internal Andrew protocols  We expect to have an RS/6000 with video projector available if you would like to do a demonstration.    Paper proposals should be submitted by 15 May 1993. Acceptance will be 1 June with final papers due by 15 June.  Send papers via electronic mail to wjh+@andrew.cmu.edu.  Fred Hansen Director, Andrew Consortium ",comp.windows.x
